Relative Effort,Average Heart Rate,Average Speed,Distance,Elapsed Time,Elevation Gain,Activity Name,Intensity
5.000000,107.000000,0.944000,1.900000,2018,2.000000,Morning Walk,Kevyt
36.000000,136.000000,0.000000,0.000000,3418,0.000000,Morning Workout,Rankka
61.000000,130.000000,2.939000,21.480000,15519,311.000000,Morning Ride,Rankka
6.000000,92.000000,1.083000,3.240000,6057,41.000000,Evening Walk,Keskiverto
31.000000,122.000000,1.729000,10.940000,9550,167.000000,Lunch Nordic Ski,Keskiverto
8.000000,124.000000,1.557000,2.660000,2367,48.000000,Afternoon Nordic Ski,Keskiverto
5.000000,106.000000,1.154000,2.180000,2184,35.000000,Evening Walk,Kevyt
1.000000,101.000000,4.979000,2.990000,1639,0.000000,Afternoon Snowboard,Kevyt
6.000000,92.000000,1.544000,4.570000,3110,32.000000,Afternoon Walk,Keskiverto
47.000000,140.000000,0.000000,0.000000,3438,0.000000,Evening Workout,Rankka
60.000000,140.000000,0.000000,0.000000,4041,0.000000,Morning Workout,Rankka
28.000000,124.000000,0.000000,0.000000,3750,0.000000,Afternoon Workout,Keskiverto
34.000000,148.000000,4.335000,6.950000,1806,26.000000,Lunch Ride,Rankka
5.000000,130.000000,4.143000,3.020000,803,10.000000,Morning Ride,Kevyt
15.000000,123.000000,3.857000,11.580000,3167,39.000000,Afternoon Ride,Keskiverto
42.000000,131.000000,0.000000,0.000000,3997,0.000000,Evening Workout,Rankka
16.000000,117.000000,0.000000,0.000000,3552,0.000000,Afternoon Workout,Keskiverto
59.000000,142.000000,0.000000,0.000000,3892,0.000000,Morning Workout,Rankka
22.000000,124.000000,0.000000,0.000000,3535,0.000000,Afternoon Workout,Keskiverto
45.000000,137.000000,0.000000,0.000000,3891,0.000000,Afternoon Workout,Rankka
56.000000,138.000000,0.000000,0.000000,4144,0.000000,Afternoon Workout,Rankka
58.000000,141.000000,0.000000,0.000000,4123,0.000000,Afternoon Workout,Rankka
57.000000,140.000000,0.000000,0.000000,3870,0.000000,Afternoon Workout,Rankka
7.000000,120.000000,3.589000,6.040000,7376,34.000000,Lunch Ride,Keskiverto
10.000000,127.000000,3.184000,5.000000,1933,9.000000,Morning Ride,Keskiverto
19.000000,126.000000,4.230000,12.920000,3306,61.000000,Lunch Ride,Keskiverto
36.000000,135.000000,0.000000,0.000000,3613,0.000000,Afternoon Workout,Rankka
31.000000,131.000000,0.000000,0.000000,3608,0.000000,Afternoon Workout,Keskiverto
7.000000,110.000000,1.312000,3.110000,2892,19.000000,Morning Walk,Keskiverto
22.000000,124.000000,0.000000,0.000000,4051,0.000000,Evening Workout,Keskiverto
21.000000,116.000000,1.323000,8.020000,6149,41.000000,Lunch Walk,Keskiverto
68.000000,144.000000,0.000000,0.000000,4187,0.000000,Morning Workout,Rankka
82.000000,144.000000,0.000000,0.000000,5015,0.000000,Lunch Workout,Rankka
4.000000,107.000000,1.492000,2.290000,1537,14.000000,Afternoon Walk,Kevyt
4.000000,95.000000,1.199000,2.170000,2135,9.000000,Afternoon Walk,Kevyt
79.000000,146.000000,0.000000,0.000000,4226,0.000000,Afternoon Workout,Rankka
30.000000,134.000000,0.000000,0.000000,3613,0.000000,Afternoon Workout,Keskiverto
43.000000,147.000000,0.000000,0.000000,2234,0.000000,Afternoon Workout,Rankka
3.000000,101.000000,0.000000,0.000000,1410,0.000000,Evening Pilates,Kevyt
15.000000,121.000000,3.272000,9.570000,3960,50.000000,Afternoon Ride,Keskiverto
4.000000,108.000000,3.381000,5.350000,1817,20.000000,Afternoon Ride,Kevyt
3.000000,121.000000,5.190000,4.010000,816,23.000000,Lunch Ride,Kevyt
32.000000,127.000000,0.000000,0.000000,3659,0.000000,Afternoon Workout,Keskiverto
26.000000,131.000000,0.000000,0.000000,3242,0.000000,Afternoon Workout,Keskiverto
10.000000,111.000000,0.000000,0.000000,3204,0.000000,Afternoon Workout,Keskiverto
13.000000,105.000000,1.352000,6.640000,5551,30.000000,Afternoon Walk,Keskiverto
21.000000,130.000000,0.000000,0.000000,3083,0.000000,Morning Workout,Keskiverto
10.000000,88.000000,1.154000,0.000000,6219,58.600000,Evening Row,Keskiverto
11.000000,117.000000,0.000000,0.000000,2475,0.000000,Afternoon Workout,Keskiverto
19.000000,128.000000,0.000000,0.000000,3031,0.000000,Lunch Workout,Keskiverto
16.000000,115.000000,3.262000,13.830000,7004,132.000000,Afternoon Ride,Keskiverto
13.000000,122.000000,0.000000,0.000000,2807,0.000000,Lunch Workout,Keskiverto
4.000000,104.000000,1.448000,2.210000,1526,15.000000,Afternoon Walk,Kevyt
6.000000,102.000000,4.265000,9.890000,4524,48.000000,Evening Ride,Keskiverto
4.000000,102.000000,2.020000,3.720000,1845,16.000000,Evening Walk,Kevyt
125.000000,138.000000,0.930000,8.680000,12384,545.000000,Afternoon Walk,Rankka
118.000000,142.000000,0.887000,6.370000,13427,382.000000,Morning Walk,Rankka
50.000000,124.000000,0.852000,7.310000,14859,184.000000,Afternoon Walk,Rankka
127.000000,129.000000,0.913000,15.590000,27807,515.000000,Morning Walk,Rankka
89.000000,130.000000,0.927000,10.890000,16337,276.000000,Lunch Walk,Rankka
171.000000,141.000000,0.818000,7.680000,14988,595.000000,Afternoon Walk,Rankka
50.000000,128.000000,0.773000,4.090000,8537,343.000000,Afternoon Walk,Rankka
6.000000,100.000000,1.229000,2.860000,2561,20.000000,Evening Walk,Keskiverto
15.000000,111.000000,3.956000,13.480000,8195,36.000000,Morning Ride,Keskiverto
5.000000,106.000000,1.388000,2.500000,1807,9.000000,Afternoon Walk,Kevyt
9.000000,114.000000,0.000000,0.000000,2314,0.000000,Lunch Workout,Keskiverto
32.000000,136.000000,6.245000,13.480000,2159,45.000000,Night Ride,Keskiverto
17.000000,126.000000,0.000000,0.000000,2527,0.000000,Afternoon Workout,Keskiverto
9.000000,103.000000,1.266000,4.310000,3478,23.000000,Afternoon Walk,Keskiverto
14.000000,113.000000,4.621000,16.950000,6047,71.000000,Evening Ride,Keskiverto
15.000000,123.000000,0.000000,0.000000,2458,0.000000,Afternoon Workout,Keskiverto
18.000000,125.000000,0.000000,0.000000,2798,0.000000,Lunch Workout,Keskiverto
1.000000,123.000000,5.121000,2.090000,610,5.000000,Afternoon Ride,Kevyt
46.000000,139.000000,5.030000,14.320000,3595,91.000000,Evening Ride,Rankka
38.000000,131.000000,4.447000,16.340000,5479,109.000000,Afternoon Ride,Rankka
11.000000,115.000000,1.431000,4.500000,3249,26.000000,Afternoon Walk,Keskiverto
14.000000,119.000000,0.000000,0.000000,2826,0.000000,Lunch Workout,Keskiverto
32.000000,131.000000,5.121000,15.820000,3631,79.000000,Evening Ride,Keskiverto
50.000000,148.000000,2.166000,4.170000,2093,28.000000,Lunch Run,Rankka
19.000000,126.000000,0.000000,0.000000,2562,0.000000,Afternoon Workout,Keskiverto
29.000000,129.000000,5.464000,17.350000,3241,73.000000,Evening Ride,Keskiverto
16.000000,124.000000,0.000000,0.000000,2720,0.000000,Afternoon Workout,Keskiverto
12.000000,117.000000,0.000000,0.000000,2658,0.000000,Lunch Workout,Keskiverto
12.000000,116.000000,0.000000,0.000000,2802,0.000000,Afternoon Workout,Keskiverto
5.000000,110.000000,1.682000,2.610000,1555,15.000000,Afternoon Walk,Kevyt
